2.169917821884155273e+00,1.434356719255447388e-01,6.434406042098999023e-01,-1.940383315086364746e-01
4.493888020515441895e-01,7.253366112709045410e-01,1.291254460811614990e-01,5.776701569557189941e-01
-1.228846192359924316e+00,1.057656288146972656e+00,-4.117005765438079834e-01,1.815179288387298584e-01
-1.182099938392639160e+00,-1.124149322509765625e+00,-3.194631040096282959e-01,-2.431156933307647705e-01
6.803763508796691895e-01,7.170803546905517578e-01,2.878465130925178528e-02,4.651392698287963867e-01
2.111427187919616699e-01,1.397839188575744629e-01,8.458939194679260254e-02,-4.118872582912445068e-01
-3.232473433017730713e-01,4.131192266941070557e-01,-3.810521066188812256e-01,-2.027291059494018555e-01
-1.409297436475753784e-01,9.059059619903564453e-01,-8.875386416912078857e-02,3.862643539905548096e-01
-3.965784311294555664e-01,-1.008532762527465820e+00,-2.152986824512481689e-01,-1.108775883913040161e-01
-4.371756017208099365e-01,-1.695154190063476562e+00,-3.037034273147583008e-01,-3.713685870170593262e-01
1.039028286933898926e+00,-1.149109125137329102e+00,3.621018826961517334e-01,-4.973502829670906067e-02
-1.895673751831054688e+00,-3.612294793128967285e-02,-4.780209362506866455e-01,-1.461471524089574814e-02
6.279106736183166504e-01,2.915253937244415283e-01,2.987683117389678955e-01,9.248805046081542969e-02
1.460217118263244629e+00,-8.306972384452819824e-01,4.850358664989471436e-01,-4.254361093044281006e-01
9.384794235229492188e-01,-1.462560415267944336e+00,-2.572042122483253479e-02,-2.163016200065612793e-01
-7.845547199249267578e-01,-1.607029139995574951e-01,-6.177120208740234375e-01,3.527021408081054688e-01
