-6.536638736724853516e+00,-3.932117521762847900e-01,-8.019482493400573730e-01,-1.631454229354858398e+00,6.217299103736877441e-01,2.123626321554183960e-01,3.065708875656127930e-01,-8.016079664230346680e-01,6.899223923683166504e-01,4.613021612167358398e-01,8.647727370262145996e-01,1.790951341390609741e-01,-1.042139887809753418e+00,-3.824815511703491211e+00,-9.790142178535461426e-01,5.676764994859695435e-03
1.385835707187652588e-01,1.359631061553955078e+00,-3.184621334075927734e+00,-1.336628437042236328e+00,-2.508940398693084717e-01,-7.172298431396484375e-01,-3.246776759624481201e-01,-1.960091948509216309e+00,1.107097148895263672e+00,1.153138518333435059e+00,4.421887993812561035e-01,-3.574863374233245850e-01,-1.756015717983245850e-01,-6.697492003440856934e-01,-2.087371349334716797e+00,3.087578713893890381e-01
-1.100362658500671387e+00,-2.585674822330474854e-01,2.094723135232925415e-01,-4.391174018383026123e-01,4.259281456470489502e-01,-8.544992208480834961e-01,2.858244180679321289e-01,2.245839834213256836e-01,-7.797664999961853027e-01,-9.125477075576782227e-02,5.101901292800903320e-01,6.144781708717346191e-01,4.053694009780883789e-01,7.762753367424011230e-01,8.691102862358093262e-01,-7.659966945648193359e-01
-5.013028979301452637e-01,5.627624988555908203e-01,9.285351037979125977e-01,-9.948313832283020020e-01,-3.209792077541351318e-01,-2.271943837404251099e-01,6.013557910919189453e-01,9.389258027076721191e-01,-3.860792890191078186e-02,1.079395890235900879e+00,-9.974666684865951538e-02,-6.565133333206176758e-01,1.228171363472938538e-01,-4.248971641063690186e-01,2.729090154170989990e-01,-2.024289846420288086e+00
6.637638211250305176e-01,-2.469198703765869141e-01,-3.177021443843841553e-01,4.767501354217529297e-01,-5.946822762489318848e-01,-6.971361637115478516e-01,6.114874035120010376e-02,5.571153759956359863e-01,-9.478856623172760010e-02,7.391845434904098511e-02,-7.962229847908020020e-01,6.750428080558776855e-01,-1.345499396324157715e+00,4.385630786418914795e-01,-6.310244202613830566e-01,1.955706924200057983e-01
6.451987028121948242e-01,-1.209218725562095642e-01,-5.798486471176147461e-01,2.451240062713623047e+00,2.692363560199737549e-01,-1.820092082023620605e+00,9.963321685791015625e-01,-5.435026884078979492e-01,2.854209244251251221e-01,-1.950156211853027344e+00,-7.486299872398376465e-01,3.133688122034072876e-02,-6.333706974983215332e-01,-7.184863686561584473e-01,-6.776844263076782227e-01,3.726977109909057617e-01
-4.180546104907989502e-01,6.697078347206115723e-01,1.259521842002868652e+00,1.157849729061126709e-01,-4.208869636058807373e-01,-8.898507118225097656e+00,7.692392170429229736e-02,4.351439774036407471e-01,-1.708779782056808472e-01,-2.830786705017089844e+00,1.056623101234436035e+00,5.074801445007324219e-01,1.890679448843002319e-01,-3.240727484226226807e-01,-1.328709870576858521e-01,-1.388297438621520996e+00
-2.691460549831390381e-01,-6.485829949378967285e-01,5.040807127952575684e-01,7.348562479019165039e-01,3.846886456012725830e-01,1.391938090324401855e+00,-5.705189704895019531e-01,-2.858321428298950195e+00,-1.448674798011779785e-01,7.199729084968566895e-01,2.543922066688537598e-01,-1.098702907562255859e+00,2.951418757438659668e-01,-2.106641292572021484e+00,1.239809915423393250e-01,-5.721554756164550781e-01
-4.955718293786048889e-02,-7.135068178176879883e-01,3.191765546798706055e-01,-7.578550279140472412e-02,-3.185015320777893066e-01,-7.373696327209472656e+00,5.223460793495178223e-01,1.295106887817382812e+00,-2.046663522720336914e+00,-4.146297931671142578e+00,-2.495009422302246094e+00,3.884152472019195557e-01,1.729711443185806274e-01,6.229275465011596680e-01,-1.629151821136474609e+00,-7.227837443351745605e-01
6.342477202415466309e-01,-3.871511220932006836e+00,-2.514278329908847809e-02,4.065068364143371582e-01,-6.159736514091491699e-01,-1.566943526268005371e+00,-2.530535459518432617e-01,6.150739192962646484e-01,-4.041171669960021973e-01,-1.642025828361511230e+00,-1.094036340713500977e+00,-3.430563509464263916e-01,6.866849064826965332e-01,-8.305642008781433105e-01,-1.212469100952148438e+00,-5.877342447638511658e-02
2.258475422859191895e-01,-6.111099720001220703e-01,-7.960639894008636475e-02,9.079269766807556152e-01,1.032542943954467773e+00,-1.421983122825622559e+00,1.026176452636718750e+00,-4.038495421409606934e-01,-2.827321529388427734e+00,-1.902479887008666992e+00,-4.837969541549682617e-01,1.256518363952636719e-01,7.427135705947875977e-01,1.888632625341415405e-01,-9.371206760406494141e-01,-5.146895647048950195e-01
7.568958401679992676e-01,-1.763645768165588379e+00,5.509645938873291016e-01,5.761318206787109375e-01,-1.365463584661483765e-01,-1.069509744644165039e+00,-6.872976571321487427e-02,-2.697674930095672607e-01,-8.763483911752700806e-02,2.802107632160186768e-01,2.768801450729370117e-01,-2.083967447280883789e+00,1.399200260639190674e-01,4.809973537921905518e-01,-2.406418472528457642e-01,7.080999016761779785e-01
-2.109772861003875732e-01,-2.910654842853546143e-01,-4.023657739162445068e-02,8.228925615549087524e-02,-2.267364263534545898e-01,7.525602821260690689e-03,-2.076579034328460693e-01,3.609666228294372559e-02,-1.492205262184143066e-01,-1.927421838045120239e-01,5.147427320480346680e-02,-1.105461716651916504e-01,-2.646819874644279480e-02,-1.926025003194808960e-01,-1.296119540929794312e-01,5.286097526550292969e-02
-1.622649580240249634e-01,5.516173839569091797e-01,-7.598623037338256836e-01,-5.867477133870124817e-02,-4.336811542510986328e+00,-2.685195446014404297e+00,-1.587893366813659668e+00,-1.582983136177062988e+00,4.194256961345672607e-01,4.365160763263702393e-01,5.168320536613464355e-01,-3.711681365966796875e-01,-2.330438643693923950e-01,-2.119139671325683594e+00,2.237826734781265259e-01,-7.331994920969009399e-02
5.070997476577758789e-01,-2.196620702743530273e+00,-5.446488857269287109e+00,7.528049349784851074e-01,-1.078038848936557770e-02,-1.366935074329376221e-01,-1.636237204074859619e-01,1.691286921501159668e+00,3.096532225608825684e-01,3.501889407634735107e-01,7.446938753128051758e-01,2.390677332878112793e-01,-1.406904816627502441e+00,-5.660156607627868652e-01,-1.522717237472534180e+00,-1.705854237079620361e-01
5.252247452735900879e-01,-6.229611873626708984e+00,1.716159939765930176e+00,-1.637683749198913574e+00,-6.274773478507995605e-01,-4.317894876003265381e-01,1.663229763507843018e-01,3.371466398239135742e-01,-2.258847206830978394e-01,-4.411658942699432373e-01,7.532468438148498535e-02,3.117779493331909180e-01,-3.786247670650482178e-01,-4.343280792236328125e-01,8.774077892303466797e-01,-1.449998497962951660e+00
