9.837554693222045898e-01,6.742126941680908203e-01,2.278860569000244141e+00,-1.794195771217346191e+00,1.552922725677490234e-01,6.372630596160888672e-01,2.050519883632659912e-01,-4.994146153330802917e-02,9.784899950027465820e-01,7.981150150299072266e-01
6.600969284772872925e-02,-8.083725571632385254e-01,1.828009009361267090e+00,-2.314706563949584961e+00,-3.588127136230468750e+00,-2.585957944393157959e-01,2.577932476997375488e-01,-3.190131783485412598e-01,-5.909576416015625000e-01,-1.507199764251708984e+00
-1.436376929283142090e+00,-2.742288589477539062e+00,-1.287512421607971191e+00,7.223118841648101807e-02,3.813205659389495850e-01,-1.085604906082153320e+00,-1.488225221633911133e+00,-4.090840816497802734e-01,-1.027388453483581543e+00,2.200694084167480469e-01
-4.336622059345245361e-01,2.520364522933959961e+00,8.007346987724304199e-01,1.427675127983093262e+00,-3.647009134292602539e+00,1.240946352481842041e-02,-5.034777522087097168e-01,-3.029587864875793457e-01,-9.216902256011962891e-01,-6.350999474525451660e-01
-1.022191047668457031e+00,-2.418822050094604492e+00,-1.858150839805603027e+00,-1.461351513862609863e+00,-4.133800029754638672e+00,6.428619474172592163e-02,-1.901087760925292969e-01,7.601277530193328857e-02,-4.999931156635284424e-01,-1.642915010452270508e-01
-4.746676445007324219e+00,-3.810037374496459961e-01,1.450499892234802246e-01,-4.810201823711395264e-01,-2.892383933067321777e-01,-6.457830667495727539e-01,-1.028943210840225220e-01,8.050160855054855347e-02,-1.490845441818237305e+00,8.161929994821548462e-02
9.415925294160842896e-02,1.423139095306396484e+00,2.923119544982910156e+00,1.418261289596557617e+00,5.775794982910156250e-01,-3.596702814102172852e-01,1.882383674383163452e-01,-2.332670055329799652e-02,-4.809780716896057129e-01,-1.196360826492309570e+00
6.897933483123779297e-01,1.608106493949890137e+00,-8.564858436584472656e-01,1.898613095283508301e+00,1.112219214439392090e+00,2.879359126091003418e-01,-3.340155482292175293e-01,-7.722693681716918945e-02,6.342554092407226562e-01,2.718544304370880127e-01
2.591088771820068359e+00,2.730055570602416992e+00,2.454501390457153320e+00,-1.760308027267456055e+00,-1.225267723202705383e-01,1.157819509506225586e+00,6.563127040863037109e-02,5.284036323428153992e-02,-5.710695385932922363e-01,-1.057962894439697266e+00
6.247208714485168457e-01,7.336966991424560547e-01,1.766189575195312500e+00,-4.879415035247802734e-01,2.316546678543090820e+00,-4.304513335227966309e-01,3.738431334495544434e-01,6.519562005996704102e-02,-4.643058478832244873e-01,-9.073188900947570801e-01
2.103636503219604492e+00,-2.547413110733032227e+00,-1.120278358459472656e+00,-2.194239854812622070e+00,-7.272359132766723633e-01,9.225563406944274902e-01,-7.116524577140808105e-01,-4.154847562313079834e-01,-5.320761799812316895e-01,-8.727223873138427734e-01
-1.291716575622558594e+00,1.414382696151733398e+00,-1.130584836006164551e+00,-2.142309665679931641e+00,9.890123605728149414e-01,-9.443029761314392090e-01,3.571379184722900391e-01,-1.384475678205490112e-01,-1.168819904327392578e+00,-2.176862955093383789e+00
-1.272224307060241699e+00,-4.426173210144042969e+00,-9.009915590286254883e-01,-1.464099287986755371e+00,-9.068003296852111816e-02,-8.170390725135803223e-01,-9.645393490791320801e-01,-1.652503013610839844e-01,4.312770068645477295e-02,-2.640901803970336914e-01
-3.010768413543701172e+00,-4.500273168087005615e-01,-9.007535576820373535e-01,1.791423559188842773e+00,-8.551379442214965820e-01,4.095062613487243652e-01,3.697776198387145996e-01,-6.158404797315597534e-02,-1.636112570762634277e+00,-4.536148011684417725e-01
-3.747878372669219971e-01,1.982163429260253906e+00,-1.468632817268371582e+00,-2.647060155868530273e+00,-6.073511838912963867e-01,-7.149906754493713379e-01,1.754232794046401978e-01,-1.982606649398803711e-01,2.625108957290649414e-01,-4.880241751670837402e-01
2.131343483924865723e-01,2.168109893798828125e+00,-1.477008163928985596e-01,-3.675325870513916016e+00,-3.178043842315673828e+00,4.730122536420822144e-02,-2.808513045310974121e-01,3.175673186779022217e-01,-7.047847509384155273e-01,-7.195000648498535156e-01
-3.392266929149627686e-01,-2.908700704574584961e+00,-1.687137961387634277e+00,-4.108694493770599365e-01,-5.800237655639648438e-01,6.633433699607849121e-01,9.487603306770324707e-01,2.367534674704074860e-02,-1.728207588195800781e+00,-1.752449274063110352e+00
3.409478962421417236e-01,1.721357226371765137e+00,-2.140970706939697266e+00,2.004161477088928223e-01,6.194995641708374023e-01,2.795841097831726074e-01,1.077728629112243652e+00,3.439122736454010010e-01,-1.356650352478027344e+00,-1.579563617706298828e+00
-2.163777112960815430e+00,-2.925000488758087158e-01,-1.999641418457031250e+00,2.414716005325317383e+00,-1.590095520019531250e+00,-1.450277958065271378e-02,-9.755637645721435547e-01,-3.252691328525543213e-01,-1.392618656158447266e+00,-2.200100183486938477e+00
2.334639549255371094e+00,1.701930761337280273e+00,9.507256150245666504e-01,2.941981516778469086e-02,2.410823106765747070e+00,-5.994549393653869629e-01,-3.153846859931945801e-01,-1.603084430098533630e-02,-4.108898937702178955e-01,-8.468091487884521484e-01
-2.311096042394638062e-01,6.142180562019348145e-01,2.093760013580322266e+00,3.393841266632080078e+00,1.809719800949096680e-01,-5.475371479988098145e-01,-3.402162790298461914e-01,2.096824496984481812e-01,-1.328054666519165039e+00,-1.032552003860473633e+00
-4.449506998062133789e-01,9.966163039207458496e-01,1.821326017379760742e+00,1.291828989982604980e+00,-2.442093133926391602e+00,-3.505606353282928467e-01,-1.551491916179656982e-01,8.886154741048812866e-02,6.963934898376464844e-01,-3.564869165420532227e-01
1.937105655670166016e-01,-2.485963582992553711e+00,7.465224862098693848e-01,1.719808936119079590e+00,-1.763415634632110596e-01,4.536142349243164062e-01,-4.415306076407432556e-02,9.344512969255447388e-02,-1.787412166595458984e-02,-5.127558112144470215e-01
1.300644874572753906e+00,-2.317236900329589844e+00,-8.079804480075836182e-02,-3.358122110366821289e+00,3.658320307731628418e-01,1.208729982376098633e+00,8.659397065639495850e-02,2.549966871738433838e-01,-8.865913748741149902e-01,-9.447501301765441895e-01
8.756609559059143066e-01,-2.156975269317626953e+00,-1.176759362220764160e+00,1.326133370399475098e+00,-4.942733049392700195e-01,6.641747355461120605e-01,7.353595495223999023e-01,2.951590120792388916e-01,-1.880506992340087891e+00,-2.689926624298095703e+00
1.492988467216491699e+00,1.573769211769104004e+00,-2.905067682266235352e+00,-1.386345744132995605e+00,-1.524697065353393555e+00,1.015477418899536133e+00,7.543861865997314453e-02,-4.528765380382537842e-01,1.322080790996551514e-01,1.938211917877197266e-01
4.128191173076629639e-01,-9.793995022773742676e-01,9.237131476402282715e-01,-1.519882559776306152e+00,-2.387061357498168945e+00,4.041761457920074463e-01,7.401645779609680176e-01,-2.584581971168518066e-01,-1.251429438591003418e+00,-2.113571882247924805e+00
