-4.531866014003753662e-01,-1.547044754028320312e+00,-1.114262700080871582e+00,8.428877592086791992e-01,-1.346911489963531494e-01,-3.331722319126129150e-01,-2.877709567546844482e-01,-1.672269999980926514e-01
1.544722020626068115e-01,-1.452229022979736328e-01,1.829300045967102051e+00,1.294834136962890625e+00,-3.858474195003509521e-01,4.602158442139625549e-02,-1.321069151163101196e-01,1.712441630661487579e-02
-1.633886814117431641e+00,-1.021759435534477234e-01,8.303689956665039062e-02,-4.596178978681564331e-02,-3.614725172519683838e-01,-6.880187392234802246e-01,-1.787720173597335815e-01,-5.627229809761047363e-02
9.468733519315719604e-02,-1.777653954923152924e-02,5.016657989472150803e-03,-2.994310855865478516e-01,-1.398189067840576172e-01,-1.151494234800338745e-01,-2.233680784702301025e-01,-5.023715272545814514e-02
-1.150416254997253418e+00,1.135837554931640625e+00,-7.418321371078491211e-01,-1.408584475517272949e+00,2.202293090522289276e-02,-1.623129397630691528e-01,-5.334186181426048279e-02,8.515266329050064087e-02
-1.590808928012847900e-01,-8.587198257446289062e-01,-9.649896025657653809e-01,1.703602552413940430e+00,-1.276648789644241333e-01,4.485007226467132568e-01,3.400987684726715088e-01,7.370959222316741943e-02
-2.247966974973678589e-01,-1.269283175468444824e+00,-5.503224730491638184e-01,-4.889587461948394775e-01,-1.024191737174987793e+00,-3.772379159927368164e-01,-8.581044524908065796e-02,-8.462411165237426758e-02
7.828736901283264160e-01,8.863126039505004883e-01,-1.030203580856323242e+00,-9.274551272392272949e-02,-1.610966324806213379e+00,3.212146759033203125e-01,5.328427255153656006e-02,-2.081139087677001953e-01
-9.497405588626861572e-02,2.061393976211547852e+00,2.137068808078765869e-01,-4.635442048311233521e-02,-6.850345730781555176e-01,3.965835645794868469e-02,1.525178253650665283e-01,8.460791409015655518e-02
1.742137372493743896e-01,5.251922011375427246e-01,-1.342488169670104980e+00,6.861528754234313965e-01,-6.432780623435974121e-01,-9.719562530517578125e-02,2.995443530380725861e-02,1.197988912463188171e-01
-1.167093038558959961e+00,1.076366305351257324e+00,9.072912335395812988e-01,6.354761719703674316e-01,-9.752422571182250977e-01,-3.392508625984191895e-01,-1.983633339405059814e-01,-1.549832820892333984e-01
5.228086113929748535e-01,-5.628716349601745605e-01,3.634593784809112549e-01,-6.080030202865600586e-01,-1.264476537704467773e+00,9.273146837949752808e-02,9.098967909812927246e-02,-1.443212181329727173e-01
4.792570173740386963e-01,1.541353583335876465e+00,1.548808664083480835e-01,-5.790140852332115173e-02,4.663451313972473145e-01,1.947009116411209106e-01,6.572362780570983887e-02,7.631561160087585449e-02
-1.134288012981414795e-01,-2.054954767227172852e-01,6.206082701683044434e-01,1.409927129745483398e+00,-1.329233884811401367e+00,-2.548474669456481934e-01,-1.164939533919095993e-02,1.353890001773834229e-01
1.557824295014142990e-02,1.253633573651313782e-02,-9.571446776390075684e-01,6.123227477073669434e-01,1.145245671272277832e+00,3.685745224356651306e-02,2.317486554384231567e-01,1.649625152349472046e-01
-5.039130151271820068e-02,5.295203924179077148e-01,2.145506069064140320e-02,3.414275050163269043e-01,-5.700201392173767090e-01,-2.816538810729980469e-01,-2.534522414207458496e-01,-4.598934948444366455e-01
2.525464892387390137e-01,2.519782818853855133e-02,-1.194898486137390137e-01,-1.952100276947021484e+00,-3.606149554252624512e-01,3.632110059261322021e-01,-1.575417816638946533e-01,-4.846724867820739746e-02
6.103658676147460938e-01,2.710148096084594727e-01,-1.062764644622802734e+00,-2.955344617366790771e-01,-1.571073174476623535e+00,-6.633324176073074341e-02,-9.333512187004089355e-02,1.108122169971466064e-01
4.559633731842041016e-01,-4.045868515968322754e-01,3.749725520610809326e-01,-6.653906106948852539e-01,-2.230652840808033943e-03,1.068748354911804199e+00,-8.401824161410331726e-03,-3.268028050661087036e-02
-2.990659475326538086e-01,-2.007290363311767578e+00,-7.973446249961853027e-01,9.688711166381835938e-01,-6.607815027236938477e-01,9.706065803766250610e-02,-8.535339683294296265e-02,1.589327305555343628e-02
7.870244979858398438e-01,1.410891056060791016e+00,-7.999544739723205566e-01,7.926920652389526367e-01,-6.160528659820556641e-01,7.187916040420532227e-01,1.608142852783203125e-01,-5.733342841267585754e-02
1.010251879692077637e+00,1.682289689779281616e-01,-3.388902842998504639e-01,5.479831099510192871e-01,2.863448671996593475e-02,1.001165986061096191e+00,6.166901811957359314e-02,-2.357015460729598999e-01
7.325077652931213379e-01,-8.223886787891387939e-02,-2.075180411338806152e-01,3.208898305892944336e-01,3.709650635719299316e-01,-2.530460357666015625e-01,8.374363929033279419e-02,5.718051642179489136e-02
-1.607021875679492950e-02,-1.093375757336616516e-01,-3.216526210308074951e-01,1.211436033248901367e+00,-1.053147196769714355e+00,-8.835513889789581299e-02,-2.015825062990188599e-01,-8.639937639236450195e-02
-3.615668118000030518e-01,-4.914321303367614746e-01,1.350685238838195801e+00,-8.794383406639099121e-01,1.057297706604003906e+00,-4.341550171375274658e-01,-4.810127019882202148e-01,-3.711701333522796631e-01
